"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_2183",,"","hypothetical protein","101","344","28","223","78.29457364341084","39.32980599647266","2.3383513289036544","0.00015536751352211896","1.0","0.0035968266847244534","46","24","22","0.8829959121223956","0.8829959121223956"
"group_2554",,"","hypothetical protein","100","345","29","222","77.51937984496125","39.15343915343915","2.2188905547226385","0.00035166733244368115","1.0","0.007582102266532994","45","23","23","0.9999999999999994","0.9999999999999994"
"group_1235",,"","hypothetical protein","96","345","33","222","74.4186046511628","39.15343915343915","1.8719367588932807","0.004452917686237784","1.0","0.07193745558630153","44","21","26","0.291215236545895","0.8803958212806721"
"group_199",,"","hypothetical protein","96","346","33","221","74.4186046511628","38.97707231040564","1.858118759852864","0.004475615470774485","1.0","0.07197670125950442","46","22","26","0.4613911821367656","0.8829959121223956"
"group_198",,"","hypothetical protein","96","346","33","221","74.4186046511628","38.97707231040564","1.858118759852864","0.004475615470774485","1.0","0.07197670125950442","45","20","27","0.23269319190831067","0.5514843298025199"
"group_2473",,"","hypothetical protein","93","346","36","221","72.09302325581395","38.97707231040564","1.65004816955684","0.02004855888292298","1.0","0.24021540475294587","40","24","19","0.2681872510547691","0.8746293123804209"
"bioF_2~~~bioF_1~~~hemA_1~~~hemA_2~~~bioF~~~hemA_3",,"bioF_2;bioF_1;hemA_1;hemA_2;bioF;;hemA_3","8-amino-7-oxononanoate synthase;5-aminolevulinate synthase;hypothetical protein","101","347","28","220","78.29457364341084","38.80070546737213","2.2869493618773156","0.00022700353727043754","1.0","0.005046809519825478","45","23","22","0.9999999999999994","0.9999999999999994"
"expZ_1~~~btuD_6~~~expZ~~~expZ_2~~~ybiT_1~~~uup",,";expZ_1;btuD_6;expZ;expZ_2;ybiT_1;uup","hypothetical protein;Nucleotide-binding protein ExpZ;Vitamin B12 import ATP-binding protein BtuD;putative ABC transporter ATP-binding protein YbiT;ABC transporter ATP-binding protein uup","95","347","34","220","73.64341085271317","38.80070546737213","1.7714866926597728","0.00836453285633951","1.0","0.12067068723630969","45","20","28","0.13515645084567043","0.5514843298025199"
"isdI~~~isdG",,"isdI;isdG","Heme oxygenase (staphylobilin-producing) 2;Heme oxygenase (staphylobilin-producing) 1","67","350","62","217","51.93798449612403","38.2716049382716","0.67","0.04645707261326272","1.0","0.3752037226794871","58","38","26","0.024746035842440797","0.511842308438169"
"oppD_4~~~oppD_2~~~oppD_3",,"oppD_4;oppD_2;oppD_3","Oligopeptide transport ATP-binding protein OppD","97","352","32","215","75.1937984496124","37.91887125220458","1.8514737215909092","0.005754202644662859","1.0","0.0892470007022018","44","26","22","0.291215236545895","1.0"
"hbpA~~~appA_1~~~appA~~~appA_2",,"hbpA;appA_1;appA;;appA_2","Heme-binding protein A;Oligopeptide-binding protein AppA;hypothetical protein","96","352","33","215","74.4186046511628","37.91887125220458","1.7768595041322315","0.008123906172922921","1.0","0.11784919712587631","44","25","23","0.4513808323961254","0.8803958212806721"
"group_638",,"","hypothetical protein","96","355","33","212","74.4186046511628","37.38977072310406","1.7372599231754162","0.010827009861038985","1.0","0.14803200938925776","39","27","17","0.023702702470473024","0.5223973804968403"
"dppB~~~gsiC_2~~~oppF_2~~~oppF_1~~~btuD_2~~~oppF_3",,"dppB;;gsiC_2;oppF_2;oppF_1;btuD_2;oppF_3","Dipeptide transport system permease protein DppB;hypothetical protein;Glutathione transport system permease protein GsiC;Oligopeptide transport ATP-binding protein OppF;Vitamin B12 import ATP-binding protein BtuD","99","357","30","210","76.74418604651163","37.03703703703704","1.9411764705882353","0.002865766480623954","1.0","0.04910597235794059","42","24","21","0.4407990673425962","1.0"
"group_2500",,"","ISL3 family transposase ISSha1;hypothetical protein","97","363","32","204","75.1937984496124","35.978835978835974","1.703512396694215","0.0175809724683593","1.0","0.21690885721283626","51","34","21","0.0240929076984493","0.26243753571104356"
"group_1517",,"","hypothetical protein","100","365","29","202","77.51937984496125","35.626102292768955","1.908360888049126","0.003767809975857138","1.0","0.062085234648426316","46","26","23","0.4613911821367656","1.0"
"group_1409",,"","hypothetical protein;Nitronate monooxygenase","96","369","33","198","74.4186046511628","34.92063492063492","1.5609756097560976","0.04880426037214286","1.0","0.39123170112418504","46","23","28","0.18392482137699037","1.0"
"group_1330",,"","hypothetical protein","62","369","67","198","48.06201550387597","34.92063492063492","0.4965416818347288","0.00042142145301987975","1.0","0.008680618276377996","62","43","24","0.0031560602510210603","0.09795444051950734"
"group_946",,"","hypothetical protein","99","371","30","196","76.74418604651163","34.5679012345679","1.7433962264150944","0.012624544542890139","1.0","0.16595883680502815","42","26","20","0.16414940178310666","0.8776143287523163"
"fnbB_1~~~fnbB~~~fnbB_2",,"fnbB_1;fnbB;fnbB_2;","Fibronectin-binding protein B;hypothetical protein","97","371","32","196","75.1937984496124","34.5679012345679","1.6014150943396226","0.037449482114559195","1.0","0.3201563569009374","55","36","22","0.030028945411892497","0.17700136477035802"
"group_2536",,"","hypothetical protein","102","373","27","194","79.06976744186046","34.21516754850088","1.9648495680667262","0.003282346418600259","1.0","0.0556368351904424","41","26","20","0.11727520595741232","0.9999999999999998"
"yheS~~~ybiT_1~~~ybiT_2~~~yheS_1~~~expZ_2~~~ettA_1~~~ettA_3~~~yheS_2",,"yheS;;ybiT_1;ybiT_2;yheS_1;expZ_2;ettA_1;ettA_3;yheS_2","putative ABC transporter ATP-binding protein YheS;hypothetical protein;putative ABC transporter ATP-binding protein YbiT;putative ABC transporter ATP-binding protein;Nucleotide-binding protein ExpZ;Energy-dependent translational throttle protein EttA","102","374","27","193","79.06976744186046","34.038800705467374","1.9494949494949494","0.0044548424330966545","1.0","0.07193745558630153","41","26","20","0.11727520595741232","0.9999999999999998"
"group_658",,"","hypothetical protein","106","378","23","189","82.17054263565892","33.33333333333333","2.3043478260869565","0.0004433703559603368","1.0","0.009085040609860895","53","43","14","5.550520889130438e-06","0.0008023308868949643"
"group_922",,"","hypothetical protein","105","396","24","171","81.3953488372093","30.158730158730158","1.8892045454545454","0.00892888943538601","1.0","0.12468669802297049","52","39","14","0.0004095414537825806","0.0011951203200073475"
"group_1025",,"","hypothetical protein","107","409","22","158","82.94573643410853","27.86596119929453","1.878861969326517","0.010494432599861044","1.0","0.14398655077571584","48","38","14","6.169640777642373e-05","0.005515201485501107"
"sdrE~~~sdrD~~~sdrF~~~bbp~~~sdrD_1~~~sdrD_2",,"sdrE;;sdrD;sdrF;bbp;sdrD_1;sdrD_2","Serine-aspartate repeat-containing protein E;hypothetical protein;Serine-aspartate repeat-containing protein D;Serine-aspartate repeat-containing protein F;Bone sialoprotein-binding protein","109","418","20","149","84.49612403100775","26.278659611992943","1.9427033492822967","0.008964977889129182","1.0","0.12495031359261827","57","42","18","0.0004600050086487889","0.007508175534150198"
"blaR12~~~blaR1_1~~~blaR1~~~blaR1_3",,"blaR1-2;blaR1_1;blaR1;blaR1_3","beta-lactam sensor/signal transducer BlaR1;Regulatory protein BlaR1","112","420","17","147","86.82170542635659","25.925925925925924","2.3058823529411763","0.0018074989204987864","1.0","0.032093329249037274","54","44","16","3.3856859533720747e-06","0.003838265880326098"
"fic",,"fic","Protein adenylyltransferase SoFic","113","441","16","126","87.59689922480621","22.22222222222222","2.017857142857143","0.01111759048506672","1.0","0.1509530279010443","39","27","13","0.023702702470473024","0.05325191409792753"
"group_1339",,"","hypothetical protein","121","555","8","12","93.7984496124031","2.1164021164021163","0.327027027027027","0.019347849397032355","1.0","0.23365378203043682","14","9","6","0.4239501953124999","0.7905273437500004"
"group_2616",,"","hypothetical protein","120","462","9","105","93.02325581395348","18.51851851851852","3.0303030303030303","0.0008878255997337771","1.0","0.01655025013470471","46","41","8","4.405936238072169e-08","9.247699921388637e-06"
"group_439",,"","hypothetical protein","117","465","12","102","90.69767441860465","17.989417989417987","2.138709677419355","0.01713203640141997","1.0","0.21240477358348173","47","40","10","1.0709118214435884e-06","9.848878492846334e-05"
"group_1814",,"","hypothetical protein","118","478","11","89","91.47286821705426","15.696649029982362","1.99733739064283","0.03694636810742537","1.0","0.3168908162918845","39","35","7","3.3531614462845e-07","7.025478407740594e-05"
"yitU~~~yitU_2~~~yitU_1",,"yitU;yitU_2;yitU_1","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","96","479","33","88","74.4186046511628","15.520282186948853","0.534446764091858","0.00964813985571107","1.0","0.13354250720920718","54","39","23","0.001496258885393508","0.3408909412200971"
"group_314",,"","hypothetical protein","119","481","10","86","92.24806201550388","15.167548500881834","2.1276507276507277","0.03286481964716326","1.0","0.2940669743624332","42","37","8","4.4337048166198667e-07","6.87711149112147e-05"
"group_1456",,"","hypothetical protein","122","488","7","79","94.57364341085271","13.932980599647266","2.8214285714285716","0.007133781788042062","1.0","0.1050392485413773","37","32","7","7.427530363202096e-06","0.00019107642583549025"
"group_1249",,"","hypothetical protein","121","488","8","79","93.7984496124031","13.932980599647266","2.448514344262295","0.017483470649715782","1.0","0.21607917741569993","38","33","7","4.2559622670523805e-06","0.00011616700794547796"
"macB_2~~~macB_1",,"macB_2;macB_1","Macrolide export ATP-binding/permease protein MacB","122","490","7","77","94.57364341085271","13.580246913580247","2.7387755102040816","0.010212478617462262","1.0","0.14072111361287046","36","31","7","1.2913485988974564e-05","0.0003125511575490236"
"group_919",,"","hypothetical protein","120","490","9","77","93.02325581395348","13.580246913580247","2.0952380952380953","0.03853648609193354","1.0","0.32873298135814605","38","33","7","4.2559622670523805e-06","0.00011616700794547796"
"rlmH",,"rlmH","Ribosomal RNA large subunit methyltransferase H","97","491","32","76","75.1937984496124","13.403880070546737","0.46919551934826886","0.0027563851199223915","1.0","0.04743883864287485","43","37","14","1.6361241250706373e-06","0.03153949735315111"
"rutD_2~~~pip~~~rutD",,"rutD_2;pip;;rutD","Putative aminoacrylate hydrolase RutD;Proline iminopeptidase;hypothetical protein","121","492","8","75","93.7984496124031","13.227513227513226","2.305640243902439","0.024158017842265136","1.0","0.27477119424072","35","31","6","3.4654513001441956e-06","0.0001168418675661087"
"group_725",,"","hypothetical protein","121","492","8","75","93.7984496124031","13.227513227513226","2.305640243902439","0.024158017842265136","1.0","0.27477119424072","36","31","6","1.2913485988974564e-05","6.960169412195683e-05"
"group_1447",,"","hypothetical protein","121","497","8","70","93.7984496124031","12.345679012345679","2.130281690140845","0.04514656025123187","1.0","0.37295811037017657","36","29","8","0.0003125511575490236","0.0011932429624721419"
"group_4677",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_4609",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3874",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3850",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3319",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3299",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3238",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3237",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3236",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3235",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3234",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3233",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3232",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3231",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3230",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"yhdJ",,"yhdJ","DNA adenine methyltransferase YhdJ","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3229",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3228",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3227",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3226",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3225",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3224",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3223",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3222",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3221",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3220",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3219",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3218",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3217",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3216",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3215",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3214",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3213",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3212",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"soj_2",,"soj_2","Sporulation initiation inhibitor protein Soj","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"xerC_7~~~xerC_5",,"xerC_7;;xerC_5","Tyrosine recombinase XerC;hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3211",,"lytO","putative autolysin LytO","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3210",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3209",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3208",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3207",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3206",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3205",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3204",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3203",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3202",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3201",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3200",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"group_3199",,"","hypothetical protein","2","0","127","567","1.550387596899225","100.0","inf","0.03413545026047103","1.0","0.2940669743624332","2","2","0","0.5","0.5"
"manZ_2~~~manZ_1",,";manZ_2;manZ_1","hypothetical protein;PTS system mannose-specific EIID component","123","560","6","7","95.34883720930233","1.2345679012345678","0.25625","0.02000014332136992","1.0","0.2400017198564391","9","6","4","0.5078125","1.0"
"group_739",,"","hypothetical protein","124","563","5","4","96.12403100775194","0.7054673721340388","0.17619893428063943","0.01357959212653776","1.0","0.17586244060902367","8","4","4","1.0","1.0"
"yafV~~~nadE_1",,"yafV;;nadE_1","Omega-amidase YafV;hypothetical protein;Glutamine-dependent NAD(+) synthetase","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"rex~~~rex_1~~~rex_2",,"rex;rex_1;rex_2","Redox-sensing transcriptional repressor Rex","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"group_838",,"","hypothetical protein","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"frdA~~~frdA_2~~~frdA_1",,";frdA;frdA_2;frdA_1","hypothetical protein;Fumarate reductase flavoprotein subunit","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"parE_3~~~parE_1~~~parE_2~~~parE",,"parE_3;parE_1;parE_2;parE","DNA topoisomerase 4 subunit B","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"ppk_2~~~ppk_1~~~ppk~~~ppk_3",,"ppk_2;ppk_1;ppk;ppk_3","Polyphosphate kinase","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"group_183",,"","hypothetical protein","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"alsT_3~~~alsT_1~~~acp~~~acp_1",,";alsT_3;alsT_1;acp;acp_1","hypothetical protein;Amino-acid carrier protein AlsT;Sodium/proton-dependent alanine carrier protein","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"bicA~~~dauA",,"bicA;;dauA","Bicarbonate transporter BicA;hypothetical protein;C4-dicarboxylic acid transporter DauA","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"group_1812",,"","hypothetical protein","126","565","3","2","97.67441860465115","0.3527336860670194","0.1486725663716814","0.046661421169110526","1.0","0.3752037226794871","4","2","2","1.0","1.0"
"ftnA_2~~~ftnA_1~~~ftnA",,"ftnA_2;ftnA_1;ftnA;","Bacterial non-heme ferritin;hypothetical protein","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"queE~~~queE_4~~~queE_3~~~queE_2~~~queE_1",,"queE;queE_4;queE_3;queE_2;queE_1","7-carboxy-7-deazaguanine synthase","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","2","1","1","1.0","1.0"
"sirB",,";sirB","hypothetical protein;Sirohydrochlorin ferrochelatase","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","2","1","2","0.5","1.0"
"zupT~~~zupT_2",,"zupT;zupT_2;","Zinc transporter ZupT;hypothetical protein","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"copB_2~~~copB_1~~~copB_3~~~copB",,"copB_2;copB_1;copB_3;copB","Copper-exporting P-type ATPase B","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"map~~~map_1~~~map_2",,"map;map_1;map_2","Methionine aminopeptidase","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"sirC",,";sirC","hypothetical protein;Precorrin-2 dehydrogenase","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","2","1","2","0.5","1.0"
"group_142",,"","hypothetical protein","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"malP~~~malP_1~~~malP_2",,"malP;;malP_1;malP_2","PTS system maltose-specific EIICB component;hypothetical protein","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","3","1","2","1.0","1.0"
"group_428",,"","hypothetical protein","126","566","3","1","97.67441860465115","0.1763668430335097","0.07420494699646643","0.021579471175944824","1.0","0.2516429268778826","2","1","1","1.0","1.0"
"group_694",,"","hypothetical protein","125","566","4","1","96.89922480620154","0.1763668430335097","0.055212014134275615","0.004858171180465768","1.0","0.07718001502893794","4","1","3","0.625","0.625"
"group_2693",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"cntC_1~~~cntC~~~cntC_2",,"cntC_1;cntC;cntC_2","Metal-staphylopine import system permease protein CntC","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"groL_2~~~groL_1~~~groL",,"groL_2;groL_1;groL","60 kDa chaperonin","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"leuC~~~leuC_1~~~leuC_2",,"leuC;leuC_1;leuC_2","3-isopropylmalate dehydratase large subunit","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_2652",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"MroQ_1~~~MroQ~~~MroQ_2",,";MroQ_1;MroQ;MroQ_2","hypothetical protein;Membrane-embedded CAAX protease MroQ","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"group_2320",,";nhoA","hypothetical protein;Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"cytR~~~purR_1~~~cytR_2~~~cytR_1",,"cytR;purR_1;;cytR_2;cytR_1","HTH-type transcriptional repressor CytR;HTH-type transcriptional repressor PurR;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_2001",,"","hypothetical protein;Ferredoxin--NADP reductase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"hutG",,"hutG","Formimidoylglutamase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"coiA",,";coiA","hypothetical protein;Competence protein CoiA","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"group_1965",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"rodA~~~mrdB~~~rodA_1~~~rodA_2",,"rodA;mrdB;rodA_1;rodA_2","Peptidoglycan glycosyltransferase RodA;Peptidoglycan glycosyltransferase MrdB","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","2","0","2","0.5","0.5"
"group_1760",,"","putative N-acetyltransferase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"nagB_1~~~nagB_2",,";nagB_1;nagB_2","hypothetical protein;Glucosamine-6-phosphate deaminase","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1724",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"group_1665",,"","hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"recX_2~~~recX_1~~~recX",,"recX_2;recX_1;;recX","Regulatory protein RecX;hypothetical protein","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
"fepC_1~~~fepC~~~btuD_2~~~yusV~~~fepC_2",,"fepC_1;fepC;btuD_2;yusV;fepC_2","Ferric enterobactin transport ATP-binding protein FepC;Vitamin B12 import ATP-binding protein BtuD;putative siderophore transport system ATP-binding protein YusV","127","567","2","0","98.44961240310077","0.0","0.0","0.03413545026047103","1.0","0.2940669743624332","1","0","1","1.0","1.0"
