"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"dut~~~dut_2~~~dut_1",,"dut;dut_2;;dut_1","Deoxyuridine 5'-triphosphate nucleotidohydrolase;hypothetical protein","43","133","86","434","33.33333333333333","76.5432098765432","1.631578947368421","0.024549851888307956","1.0","0.27882378816127473","56","16","42","0.0002344458609191968","0.0018415547884925447"
"group_2453",,"","hypothetical protein","18","133","111","434","13.953488372093023","76.5432098765432","0.5291607396870555","0.017872253364756282","1.0","0.21881660593854493","22","9","14","0.2862787246704102","0.5234670639038081"
"group_173",,"","hypothetical protein","13","133","116","434","10.077519379844961","76.5432098765432","0.36569872958257715","0.000474255199234708","1.0","0.009642369957497378","38","12","29","0.0016580525261815653","0.03355243967962451"
"group_2393",,"","hypothetical protein","18","134","111","433","13.953488372093023","76.3668430335097","0.5240016135538523","0.017833385614780393","1.0","0.21881660593854493","21","9","14","0.18924713134765628","0.6636238098144525"
"moaA_2",,";moaA_2","hypothetical protein;GTP 3'8-cyclase","13","134","116","433","10.077519379844961","76.3668430335097","0.3621332990221307","0.00047203058371174866","1.0","0.009622067586934555","38","12","29","0.0016580525261815653","0.03355243967962451"
"group_2592",,"","hypothetical protein","18","135","111","432","13.953488372093023","76.19047619047619","0.518918918918919","0.013505623427407867","1.0","0.17548366334155122","23","9","15","0.21003961563110343","0.4048728942871095"
"group_2540",,"","IS3 family transposase ISCce3;hypothetical protein;IS3 family transposase ISHahy5","18","135","111","432","13.953488372093023","76.19047619047619","0.518918918918919","0.013505623427407867","1.0","0.17548366334155122","50","18","35","0.006600447966810915","0.06490864707227219"
"group_2456",,"","hypothetical protein","19","138","110","429","14.728682170542637","75.66137566137566","0.5369565217391304","0.01934204724852345","1.0","0.23365378203043682","48","16","38","6.169640777642373e-05","0.02930494672052927"
"group_2138",,"","hypothetical protein","15","138","114","429","11.627906976744185","75.66137566137566","0.40903890160183065","0.0013699154844581452","1.0","0.024602051995486325","35","13","26","0.005988120567053562","0.17546524899080426"
"group_2412",,"","hypothetical protein","15","138","114","429","11.627906976744185","75.66137566137566","0.40903890160183065","0.0013699154844581452","1.0","0.024602051995486325","40","13","30","0.0022214337732293643","0.03847730828420024"
"group_101",,"","hypothetical protein","15","140","114","427","11.627906976744185","75.30864197530865","0.40131578947368424","0.0009635800297060353","1.0","0.01779335546619521","35","12","27","0.0018782254774123435","0.08953107893466948"
"group_1857",,"","hypothetical protein","49","144","80","423","37.98449612403101","74.60317460317461","1.79921875","0.006225638242635238","1.0","0.09320155031396207","57","18","45","1.3127443164284712e-05","0.007508175534150198"
"group_21",,"","hypothetical protein","45","145","84","422","34.883720930232556","74.42680776014109","1.5591133004926108","0.037402052919122505","1.0","0.3201563569009374","54","25","38","0.003838265880326098","0.6834892282353376"
"group_998",,"","hypothetical protein","21","146","108","421","16.27906976744186","74.25044091710758","0.5606925418569254","0.02252776108386206","1.0","0.2611489940711218","32","14","22","0.05010245973244311","0.5966148958541448"
"group_1418",,"","hypothetical protein","56","147","73","420","43.41085271317829","74.07407407407408","2.191780821917808","0.00015350696047540817","1.0","0.0035748445869762707","44","14","37","5.299581744111492e-06","0.022628841205914782"
"group_839",,"","hypothetical protein","56","147","73","420","43.41085271317829","74.07407407407408","2.191780821917808","0.00015350696047540817","1.0","0.0035748445869762707","44","14","37","5.299581744111492e-06","0.022628841205914782"
"group_797",,"","hypothetical protein","56","147","73","420","43.41085271317829","74.07407407407408","2.191780821917808","0.00015350696047540817","1.0","0.0035748445869762707","44","14","37","5.299581744111492e-06","0.022628841205914782"
"group_785",,"","hypothetical protein","56","147","73","420","43.41085271317829","74.07407407407408","2.191780821917808","0.00015350696047540817","1.0","0.0035748445869762707","44","14","37","5.299581744111492e-06","0.022628841205914782"
"group_551",,"","hypothetical protein","56","147","73","420","43.41085271317829","74.07407407407408","2.191780821917808","0.00015350696047540817","1.0","0.0035748445869762707","44","14","37","5.299581744111492e-06","0.022628841205914782"
"group_2394",,"","hypothetical protein","21","148","108","419","16.27906976744186","73.89770723104057","0.550487987987988","0.02245200459050681","1.0","0.2606558166069489","33","14","21","0.16275565745309006","0.4868502416647969"
"group_454",,"","hypothetical protein","19","149","110","418","14.728682170542637","73.72134038800705","0.48456375838926175","0.005984227528929174","1.0","0.09153427836399071","35","14","25","0.01667384780012073","0.31050465907901503"
"group_644",,"","hypothetical protein","20","151","109","416","15.503875968992247","73.36860670194002","0.5054985114527006","0.008870497337671781","1.0","0.12419994866599385","33","12","24","0.013530986849218614","0.16275565745309006"
"group_450",,"","hypothetical protein","20","152","109","415","15.503875968992247","73.19223985890653","0.5009657170449059","0.006595043696898572","1.0","0.09784102633886577","32","11","24","0.0070003666914999485","0.11018416518345472"
"group_1426",,"","hypothetical protein","49","155","80","412","37.98449612403101","72.66313932980599","1.6280645161290324","0.018541098691268083","1.0","0.22629944405765462","51","22","39","0.00019803945133745057","0.4010619910279376"
"spa_1~~~spa_2~~~spa_3",,"spa_1;spa_2;;spa_3","Immunoglobulin G-binding protein A;hypothetical protein","58","157","71","410","44.96124031007752","72.31040564373897","2.13330941060375","0.0002029745500768442","1.0","0.004569332279693965","57","22","41","0.001263559472435463","0.11116111910399346"
"group_1987",,"","hypothetical protein","59","158","70","409","45.73643410852713","72.13403880070547","2.1818264014466546","0.00013479851781218223","1.0","0.0032253011213109945","55","20","41","0.0003552811186314787","0.058064146792409094"
"group_1549",,"","hypothetical protein","49","160","80","407","37.98449612403101","71.78130511463846","1.558046875","0.03329049017595602","1.0","0.2940669743624332","57","23","43","0.0001538890224443422","0.1848504824164182"
"group_2272",,"","hypothetical protein","54","168","75","399","41.86046511627907","70.37037037037037","1.71","0.00878971500955189","1.0","0.12340193809474641","49","27","32","0.04438416098714981","0.5681724128491654"
"group_1371",,"","hypothetical protein","23","170","106","397","17.829457364341085","70.01763668430335","0.5067147613762486","0.004658179068397519","1.0","0.07445496808306258","40","13","30","0.0022214337732293643","0.03847730828420024"
"group_549",,"","hypothetical protein","59","172","70","395","45.73643410852713","69.66490299823633","1.9356312292358804","0.001250268956411232","1.0","0.022691131521112944","58","27","40","0.005354859650800293","0.6940040940761312"
"group_154",,"","hypothetical protein","26","172","103","395","20.155038759689923","69.66490299823633","0.5797019643260329","0.02293941201832156","1.0","0.26552876920322654","40","15","27","0.03847730828420024","0.15385994416283216"
"group_1823",,"","hypothetical protein","61","173","68","394","47.286821705426355","69.48853615520282","2.043012580754845","0.00041693313065595174","1.0","0.008610766340494498","45","19","32","0.006608822842281368","0.37129803447101056"
"group_1980",,"","hypothetical protein","26","173","103","394","20.155038759689923","69.48853615520282","0.5748919692463101","0.01786804495520452","1.0","0.21881660593854493","41","15","28","0.027533155829587493","0.11727520595741232"
"group_1443",,"","hypothetical protein","60","174","69","393","46.51162790697674","69.31216931216932","1.9640179910044977","0.0008992886323730025","1.0","0.016724211343278016","45","17","37","1.537409019647385e-05","0.13515645084567043"
"group_1344",,"","hypothetical protein","54","174","75","393","41.86046511627907","69.31216931216932","1.6262068965517242","0.016846547917891953","1.0","0.20985985406288263","49","22","40","9.263546409954415e-06","0.5681724128491654"
"group_1161",,"","hypothetical protein","54","174","75","393","41.86046511627907","69.31216931216932","1.6262068965517242","0.016846547917891953","1.0","0.20985985406288263","52","24","38","0.0011951203200073475","0.6778086391424606"
"group_1617",,"","hypothetical protein","61","175","68","392","47.286821705426355","69.1358024691358","2.0094117647058822","0.0006272615576345345","1.0","0.012276181307520766","45","18","37","1.537409019647385e-05","0.23269319190831067"
"group_1615",,"","hypothetical protein","61","175","68","392","47.286821705426355","69.1358024691358","2.0094117647058822","0.0006272615576345345","1.0","0.012276181307520766","45","18","37","1.537409019647385e-05","0.23269319190831067"
"group_1442",,"","hypothetical protein","61","175","68","392","47.286821705426355","69.1358024691358","2.0094117647058822","0.0006272615576345345","1.0","0.012276181307520766","45","18","37","1.537409019647385e-05","0.23269319190831067"
"group_1244",,"","hypothetical protein","61","175","68","392","47.286821705426355","69.1358024691358","2.0094117647058822","0.0006272615576345345","1.0","0.012276181307520766","45","18","37","1.537409019647385e-05","0.23269319190831067"
"group_996",,"","hypothetical protein","61","175","68","392","47.286821705426355","69.1358024691358","2.0094117647058822","0.0006272615576345345","1.0","0.012276181307520766","45","18","37","1.537409019647385e-05","0.23269319190831067"
"group_1444",,"","hypothetical protein","60","175","69","392","46.51162790697674","69.1358024691358","1.9478260869565218","0.0009316676205147203","1.0","0.017244640296696992","45","17","37","1.537409019647385e-05","0.13515645084567043"
"group_1886",,"","hypothetical protein","59","176","70","391","45.73643410852713","68.95943562610229","1.8724837662337663","0.001914290292551205","1.0","0.033760337563914285","60","27","41","0.006217602659326663","0.5189580031896516"
"ssbA_2~~~ssbA_1~~~ssbA~~~ssbA_4~~~ssbA_3",,";ssbA_2;ssbA_1;ssbA;ssbA_4;ssbA_3","Single-stranded DNA-binding protein;Single-stranded DNA-binding protein A","22","176","107","391","17.05426356589147","68.95943562610229","0.4567757009345794","0.0011652273729920314","1.0","0.021316327326903174","53","16","43","5.550520889130438e-06","0.005486344876760139"
"group_1946",,"","hypothetical protein","24","177","105","390","18.6046511627907","68.78306878306879","0.5036319612590799","0.004946828530091431","1.0","0.07795724960674208","43","16","35","4.193415793452005e-05","0.1262894743854302"
"group_753",,"","hypothetical protein","62","179","67","388","48.06201550387597","68.43033509700176","2.0058367380972233","0.0004833136921832034","1.0","0.009801152083343102","54","22","37","0.009073340339587177","0.2203284941766112"
"group_1761",,"","hypothetical protein","60","181","69","386","46.51162790697674","68.07760141093475","1.8544319000720635","0.002070878663546909","1.0","0.03635851398549473","45","16","38","3.121309646303416e-06","0.07245426016254443"
"group_2347",,"","hypothetical protein","54","181","75","386","41.86046511627907","68.07760141093475","1.5354696132596686","0.03881421252319374","1.0","0.3307426057350971","49","22","37","0.00046975731800813486","0.5681724128491654"
"group_1775",,"","hypothetical protein","60","182","69","385","46.51162790697674","67.90123456790124","1.839464882943144","0.002860258969605127","1.0","0.04910597235794059","46","16","39","1.831543272601267e-06","0.05407603185886957"
"group_1914",,"","hypothetical protein","54","182","75","385","41.86046511627907","67.90123456790124","1.523076923076923","0.039315494925855524","1.0","0.33356540992228556","46","20","35","0.0005355850721002752","0.4613911821367656"
"group_848",,"","hypothetical protein","54","182","75","385","41.86046511627907","67.90123456790124","1.523076923076923","0.039315494925855524","1.0","0.33356540992228556","49","22","37","0.00046975731800813486","0.5681724128491654"
"group_2188",,";insK","IS3 family transposase ISHahy5;hypothetical protein;Putative transposase InsK for insertion sequence element IS150","65","189","64","378","50.3875968992248","66.66666666666666","2.03125","0.0003742189011790865","1.0","0.007980624827319215","46","13","35","0.0005355850721002752","0.004533861582189049"
"cas1_1~~~cas1_2~~~cas1~~~cas1_3",,"cas1_1;;cas1_2;cas1;cas1_3","CRISPR-associated endonuclease Cas1;hypothetical protein","29","191","100","376","22.48062015503876","66.31393298059965","0.570890052356021","0.015562637780537052","1.0","0.19479359059275084","42","22","24","0.4407990673425962","0.8776143287523163"
"cas9_1~~~cas92~~~cas9_2~~~cas9",,"cas9_1;cas9-2;cas9_2;cas9;","CRISPR-associated endonuclease Cas9/Csn1;CRISPR-associated endonuclease Cas9 2;CRISPR-associated endonuclease Cas9;hypothetical protein","29","191","100","376","22.48062015503876","66.31393298059965","0.570890052356021","0.015562637780537052","1.0","0.19479359059275084","42","22","24","0.4407990673425962","0.8776143287523163"
"group_1600",,"","hypothetical protein","28","191","101","376","21.705426356589147","66.31393298059965","0.5457467212689855","0.008510284411345936","1.0","0.12232364846198336","44","23","25","0.4513808323961254","0.8803958212806721"
